大儒	26
学问	35
正义	9
富利	4
隆	293
逢衣	2
终	2462
灭	2152
莫	5777
救	2424
恃	701
安	4549
齐桓公	194
欲	12160
霸道	7
谭	29
违	621
命	7013
奔	1059
莒	827
大	9309
曹伯	180
战死	4
位	3475
助	720
忧	2130
工	623
察	1906
此	17429
刺	1872
谓	16434
逆治	1
黄帝	826
夫子	889
言	15997
针	443
甚	3737
骏	26
配	281
天地	1261
数	5655
天文	29
地纪	4
内	4993
别	1359
五脏	252
外	5226
次	1687
侵掠	8
火	1635
动	2666
山	1201
难	3803
阴	2190
雷震	1
掠	33
乡	1273
分	3325
众	4801
廓	14
利	6100
悬	188
权	1078
先	5314
迂直	2
计	1998
胜	5347
军争	3
法	4845
末	609
强	2040
轻重	190
大小	104
制	2870
五	7627
指	741
属	1970
臂	334
搏援	2
攫捷	1
是故	1526
势	1167
田仁	9
丞相	344
长史	32
书	3468
郡太守	1
多	5792
奸利	12
三河	14
尤	234
请	6629
刺举	3
太守	82
倚	253
中贵人	6
三公	179
宣王	114
说	4494
廪	76
百	5408
死	10461
湣王	37
好	3821
一一	5
听	4992
处士	22
逃	462
韩昭侯	15
□吹	1
竽	37
阳络	3
伤	2403
血	1200
溢	270
阴络	4
后	6344
肠胃	60
络	290
肠	145
寒	1479
汁沫	2
搏	338
能	19497
还反	23
妻	1284
去	5552
笑	896
简子	139
国	13164
于是	1515
罢	923
师	5687
景公	453
台	382
鲁	2746
晋	6096
职贡	10
乏	211
玩好	49
时	7698
公卿	106
继	773
朝	3395
史	863
绝	2366
府	583
虚月	1
如是	315
矣	21651
瘠	57
肥	248
杞	114
先君	360
挈	151
瓶	22
守器	3
令	7217
虽	6326
亦	8564
猜	16
悉	556
发	3902
应	2758
卒	6244
韩阳	3
趋	755
报	1837
有司	392
犹	3816
闢	63
土	1298
殖	145
谷	1020
后稷	106
决	1142
江	649
流	1268
河	1422
禹	1169
狱	474
执	3786
中	8831
□陶	30
圣后	1
秋	2752
七月	301
丙子	43
季孙斯	20
蔡	1047
放	440
公孙猎	3
冬	2873
十月	312
癸卯	22
秦伯	107
叔孙州仇	22
仲孙何忌	40
帅	1570
围	1704
邾	476
四年	168
春	2872
二月	201
阊阖风	5
收	1308
县垂	1
琴瑟	75
张	524
不周风	6
宫室	233
缮	96
边城	14
广莫风	4
闭	573
关梁	21
刑罚	220
五官	68
东方	207
田	1378
南方	127
胡	914
罪	4346
哉	4717
休	629
恶	4300
遇	1795
扁子	4
独	3103
闻	10862
至人	60
邪	1802
忘	1826
肝胆	12
遗	1154
耳目	234
芒然	12
彷徨	8
尘垢	21
日	7910
疝气	3
散	842
愈	793
济北王	23
阿母	1
热	1241
懑	8
意	2602
告	4500
热蹶	1
足心	9
案	320
病	4495
旋	123
已	6160
不若	397
走	1477
梁	972
近	1471
亲	4653
老	1006
往	2897
骊姬	83
惧	1422
援	339
存	1886
悔	596
免	1725
战	4070
强敌	19
攻	4442
坚陈	1
武侯	66
问	7352
敌	1635
寡	1071
奈何	600
起	3116
对	5999
避	978
邀	20
阨	44
击	2626
圣王	394
讬	469
民命	11
群	1235
狗	332
居	5064
争	2185
投	456
炙鸡	1
卒然	49
捐	168
馆舍	6
二	11834
填	86
沟壑	24
宫车	7
一日	10
晏驾	8
恨	128
轩车	4
容	1215
巷	77
见	13025
原宪	27
冠	692
桑叶	3
杖	417
藜杖	1
门	2080
缨	93
衽	85
襟	29
肘	144
纳	898
履	565
踵	170
子髋	3
嘻	140
先生	471
春秋	566
序	773
义	5318
俱	1271
贤	3648
曹羁	13
合	3880
礼	7474
齐景公	73
游	1368
海	706
乐	4796
月	3048
左右	881
敢	6300
致	3208
赦	742
颜斶	4
趋进	16
谏	1496
聋	146
痛	1394
取	7112
少阳	236
手	1276
阳明	299
□血	3
太阳	285
宛骨	1
蘀	12
兮	1523
风	1247
吹	159
叔	160
伯	437
倡	76
予	2287
和	2596
漂	36
诺	549
公子开方	8
卫	3111
季友	25
蒙孙	2
年	5358
附	525
狄	734
桓公	1078
来	5603
盟	2260
穆伯	14
仲	105
鄢陵	27
登	849
城	2718
美	1734
娶	288
公	10031
将	11656
叔仲惠伯	8
方	2967
侵	1153
头	549
白	616
晏子	991
友	738
盛	1373
笥	31
奉	1675
退	1987
刎	80
复者	9
毁訾	2
诽谤	34
患祸	9
灾害	27
死亡	98
子胥	159
戮	455
匡	284
管夷吾	26
实	3279
囚	425
角	589
亢	126
太阴	302
午	123
岁名	12
敦牂	9
岁星	40
舍	2065
胃	453
昴	46
毕	1009
三月	267
晨	148
氐	62
房	319
心	6530
败	3123
前事	14
夏	3525
四月	316
八月	296
螽	61
七年	118
卫侯	365
孙良夫	28
淮	256
东	2960
弟	1534
交	1676
西	2860
齐王	395
七	3138
馀	2836
齐	11195
论	1714
列侯	101
剖	162
符	253
封	2625
徙	860
韩王信	24
求	4967
陈	3009
季文子	41
聘	765
秦伯任好	1
子车氏	1
奄息	3
仲行	3
鍼虎	3
殉	114
良	616
国人	274
哀	1012
治	8835
断	1043
家	2722
官	2376
弱	1433
重	4221
刑	2188
省	581
保	796
赏	1986
倍	1038
奸	752
既	4336
驾	427
公敛处父	6
慬然	1
宝	576
璋	55
判白	1
弓	552
绣质	1
龟	412
杨子	10
弟子	285
□行	8
嫁	367
教	2878
□必	39
积聚	37
人妇	1
成	7175
岂	2256
应侯	106
蔡泽	41
吁	43
晚	209
四时	481
手足	98
野	705
耕	557
金城	12
货财	62
设	1631
体	989
奇说	1
禁	1805
雕俗	1
远	2866
道里	18
威	1643
绝域	4
木	1319
司农	6
朋党	55
比周	87
蔽	513
主明	6
退匿	1
贤士	67
绝灭	7
奢侈	29
宾客	282
交通	17
劝	849
田事	5
博戏	5
秦昭王	78
初	1656
厚	1939
赂	404
迎	1023
妇	578
二十五年	38
怀王	87
约	1230
黄棘	4
上庸	11
二十六年	34
韩	2879
与其	62
痤	53
市	819
不如	859
赵	3928
定	2796
割地	2
然后	1180
魏王	314
恶乎	76
成然	4
寐	146
