讲说	129
方等经	7
颂	651
思念	123
限量	101
江河	156
沙	1180
淳	83
白银	43
池	511
底	455
黄金	78
水精	209
琉璃	366
珊瑚	85
虎珀	38
解说	114
奴仆	13
阿私仙	1
世间	1463
修行	310
吾等	127
弟子	1041
拥护	142
部主	2
信	3379
龙	1320
阅叉	36
谛	1251
应真	48
比丘	3970
汝曹	156
示导	17
桥梁	19
普	1551
虽复	151
同	2571
终	3215
鹅	138
饮	1211
身命	171
命	3747
护	1508
解脱	810
穿	219
珠	676
偈	2164
尊者	810
商那和修	46
因缘	1376
阿罗汉	621
优波鞠多	78
付嘱	51
摩诃迦叶	123
迦叶	472
和上	144
灭度	514
志	1594
道场	171
树	3549
降	635
魔	1453
官属	72
度脱	216
我辈	24
睹闻	2
出家	1249
衣	2109
四部众	43
宣传	11
经	4375
被服	48
辱	623
柔和	56
安雅	3
孔雀	42
舒	78
羽翼	10
犹如	1152
青	652
莲	76
鬘	97
出离	9
放逸	353
喜	1439
舞	100
欢娱	23
音	1373
道路	98
生类	25
心眼	5
著观	3
夺	359
根	1684
设使	95
益	1032
教	3880
开士	277
索	999
十德	15
可以	273
宿止	4
大慈大悲	23
缘一觉	84
劝	582
承事	160
视	1498
三昧	1441
设	1696
轻易	27
欺调	4
正使	175
学	4751
灯炷	13
念言	292
逐	402
冥	519
照	1560
智黠	10
愚癡	370
宜当	28
擎	106
掌	795
首	621
盗	262
天使	19
召	329
宜	1822
生死	1308
泥洹	362
阿阇世王	61
文殊师利菩萨	10
惟	733
足迹	48
汝南	19
陈仲举	6
颍川	13
李元礼	6
论	822
定	2533
先后	14
蔡伯喈	4
评	8
彊	51
犯	963
严	469
摄	626
未几	6
屋	761
遂	1763
颠覆	3
免	480
旻	14
妻	770
私	154
邻	55
比	789
媾	2
终身	50
俟	74
旋	159
归	2142
将	3350
毒	1236
谋	115
既	2986
约	90
夕	98
新	631
沐	40
大慈	71
善能	73
降伏	227
火神	24
精进	965
灭	3157
优娄频螺迦叶	120
边	2290
怪	562
未曾	573
最后	157
解	3631
髻	75
明月	25
法王	94
无极	380
慧	2633
常	6748
慈愍	76
兴发	54
师古	45
□趋	1
读	473
泽	301
润泽	43
平都	1
光	1079
挽	131
犛	62
□挽	1
引	649
晚	186
田地	10
舍宅	78
万物	120
疵	11
德	2701
败坏	30
危	225
知识	225
臣下	21
昆弟	8
亲属	65
地狱	438
劝助	240
十方	892
安隐	536
具足	1200
佛身	118
贤者	585
为人	48
分布	78
无数	729
色想	26
四应	3
行人	139
未来	119
现在	445
统	42
汝等	739
眷属	435
全活	3
速疾	149
示	996
悉达	133
居停	11
捉	532
大地	137
山林	120
铁围山	34
海	1553
饮食	569
浴池	122
洗浴	77
树枝	41
低	190
取	5477
衣被	118
璎珞	303
不息	14
器	793
果	1747
音乐	88
苦恼	338
燋悴	5
眼	1471
互	52
惭	142
愧	86
互相	33
怖畏	77
顷	464
鬼神	387
士女	72
明月珠	29
热	861
风寒	10
先	2561
办	607
火	3017
年	2798
劳	564
卒	564
重	2998
病	2150
无常	399
神	1795
餔	10
长大	53
立	2695
刘	260
尹	125
写	147
地	5338
正自	8
纵横	32
流漫	1
方圆	8
一时	462
名通	2
康僧渊	3
初	2044
江	387
周旋	121
无限	142
次	1159
山	2248
铁围	35
高	1815
里	2270
日大城郭	29
杨德祖	2
魏	357
武	98
主簿	31
相国	11
门	1924
始	1385
搆	18
榱桷	2
看	530
题	47
活	537
字	1631
杨	33
坏	1177
竟	1068
从者	30
四邻	8
学士	30
儒生	6
耆	38
云集	43
娱	152
宴	38
欢乐	81
谘	94
靡不	201
欣怿	11
